solicitud_credito,fecha_aprobacion,numero_identificacion,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,edad,genero,grupo_social_cliente,estado_civil,numero_hijos,estrato,tipo_vivienda,personas_a_cargo,departamento,ciudad,codigo_ciudad,oficina,subproducto,monto_aprobado,estado_solicitud,tamano_hogar_persona,solicitud_id,ventas,costo_venta,total_gastos,pagos_deudas,utilidad_neta,otros_ingresos,total_gastos_familiar,liquidez_total,capacidad_pago,activos,pasivos,patrimonio,capacidad_pago_porcentaje,capital_trabajo,endeudamiento_actual,endeudamiento_futuro,rotacion,liquidez_financiera,propuesta_economica,plazo_propuesta,cuota_inicial_propuesta,cuota_mensual_propuesta
60128,03/03/2022,3310968058,LEMMIE,MARNI,WATSICA,CREMIN,31,M,NINGUNO,U,2,1,PROPIA,0,CAUCA,POPAYAN,19001,POPAYAN NORTE,PROGRESA,71458885,DESEMBOLSADA,3,60128,121019,10,3137476,10542827,18412312,720732,56108125,4387018,10176203,1446191404,441436388,530000,31.43,36252337,15.87,204.01,0,2,1185249,12,0,130420
34022,17/12/2020,1413658399,ELEX,JASMINE,ABSHIRE,KING,37,F,NINGUNO,C,1,1,PROPIA,1,VALLE DEL CAUCA,CALI,76001,CALI SUR,MOTO,67572747,DESEMBOLSADA,3,34022,139391,60.34,1859051,49100928,13621574,369559,66190235,21789014,21652574,294736980,271341986,15537000,24.07,18197198,36.53,62.55,73,37,0,24,1500000,446594
87023,07/12/2022,8195941911,KRAIG,MARTA,OSINSKI,TILLMAN,43,F,NINGUNO,C,3,1,FAMILIAR,2,CAUCA,POPAYAN,19001,POPAYAN NORTE,PROGRESA RENOVACIÓN,47724317,DESEMBOLSADA,4,87023,198816,68.48,2463131,36475756,27117622,632334,20668842,9829290,17900326,663271757,373151335,-4447000,28.66,84964039,174.12,211.93,8,22,2268883,18,0,170443
60116,24/02/2022,8195941911,KRAIG,MARTA,OSINSKI,TILLMAN,43,F,NINGUNO,C,3,1,FAMILIAR,2,CAUCA,POPAYAN,19001,POPAYAN NORTE,PROGRESA,27700382,DESEMBOLSADA,4,60116,310436,67.92,643040,40191500,43774808,65743,33146738,8552062,11688717,511139668,389027245,-4635000,27.5,21835748,171.53,189.82,9,28,1185249,12,0,121396
60130,23/02/2022,9855915739,FAYE,GUSTA,BINS,SCHUSTER,56,M,NINGUNO,D,6,2,ARRENDADA,1,VALLE DEL CAUCA,EL CERRITO,76248,PALMIRA,PROGRESA,21793083,DESEMBOLSADA,2,60130,27971,55.04,343296,10730823,21345301,746980,5234739,33452300,16116542,280701420,369675077,-18757000,23.03,130113761,388.57,458.18,27,49,4524802,36,0,226139
88452,21/12/2022,3717134999,BRIANNE,HEZEKIAH,CASSIN,REINGER,64,F,NINGUNO,S,0,3,FAMILIAR,1,NARIÑO,IPIALES,52356,IPIALES,PROGRESA RENOVACIÓN,59074680,DESEMBOLSADA,1,88452,311010,64.97,2865752,19239386,44659947,771768,4223284,20784293,6130768,116766308,569005213,4580000,27.57,35114090,43.46,85.35,40,57,3393208,28,0,189419
63725,12/04/2022,3717134999,BRIANNE,HEZEKIAH,CASSIN,REINGER,64,F,NINGUNO,S,0,3,FAMILIAR,1,NARIÑO,IPIALES,52356,IPIALES,PROGRESA,80355132,DESEMBOLSADA,1,63725,179303,63,2159053,25737243,17588204,235,14375471,46146243,21844801,907589043,435678651,3932000,17.15,26937921,39.51,75.65,38,9,2349541,24,0,143566
60129,24/02/2022,8753136464,MADELENE,NIKKO,MCGLYNN,CRONIN,41,F,NINGUNO,S,1,2,ARRENDADA,1,VALLE DEL CAUCA,OBANDO,76497,CARTAGO,MOTO,67152529,DESEMBOLSADA,1,60129,40197,68.9,1943507,95807,45970713,437402,51975368,8997464,4872695,1333361653,747934283,5323000,0,57468214,1.84,140.86,4,12,7538896,36,650000,413090
59987,28/03/2022,5215889249,ELLYN,KIERA,O'CONNELL,ROOB,54,M,NINGUNO,U,1,2,ARRENDADA,1,ANTIOQUIA,BELLO,5088,BELLO,MOTO,90879098,DESEMBOLSADA,3,59987,167345,40,292410,48372066,49430473,549038,28450939,10079109,16801163,264906955,706576984,2250000,33.88,64907535,4.26,257,18,14,5939419,36,600000,335416
60143,24/02/2022,5723891129,ISREAL,ERNESTINE,MCKENZIE,MANN,46,M,NINGUNO,U,3,3,ARRENDADA,4,ANTIOQUIA,LA ESTRELLA,5380,MEDELLIN SUR,PROGRESA,9953991,DESEMBOLSADA,5,60143,376361,15,1488680,42577675,37405004,96938,45390389,5927634,16790946,2488381,430713779,-8223000,47.1,67622961,544.49,614.85,0,2,1301680,12,0,133321
81676,14/10/2022,4582501229,JONI,LINDSAY,QUIGLEY,NIENOW,52,F,NINGUNO,U,3,1,PROPIA,1,CAUCA,POPAYAN,19001,POPAYAN NORTE,CULTIVA RENOVACIÓN,96054388,DESEMBOLSADA,3,81676,222449,27.74,1170701,39232259,37873373,388214,65683699,32736590,10399126,1475178518,157377637,13350000,29.12,131626553,0.74,17.61,0,1,2268883,18,0,180212
60122,24/02/2022,4582501229,JONI,LINDSAY,QUIGLEY,NIENOW,52,F,NINGUNO,U,3,1,PROPIA,1,CAUCA,POPAYAN,19001,POPAYAN NORTE,CULTIVA,7239646,DESEMBOLSADA,3,60122,352615,25.9,2679530,39100571,9289583,195570,26861959,31334428,21796563,224984110,147989594,13708000,21.27,89514220,0.72,9.4,48,3,1197994,12,0,132701
83535,31/10/2022,2902982019,KIMBERLEY,TAYA,DARE,MORAR,40,M,NINGUNO,S,0,2,FAMILIAR,1,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA RENOVACIÓN,5800367,DESEMBOLSADA,1,83535,239448,57,1397069,6002862,25319237,502004,18520038,38923454,3892748,388257438,477883291,-68362000,25.35,53516136,213,223.81,22,67,6544418,36,0,325329
63705,13/04/2022,2902982019,KIMBERLEY,TAYA,DARE,MORAR,40,M,NINGUNO,S,0,2,FAMILIAR,1,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA,92519401,DESEMBOLSADA,1,63705,155263,57,1923990,21710165,26796314,280585,50498949,18925022,7848305,62472253,479615401,-48928000,26.05,50308560,635.9,685.46,42,72,4524802,36,0,226139
60133,28/02/2022,8355482040,THURSA,LETITIA,RUNOLFSDOTTIR,ADAMS,35,F,NINGUNO,C,2,1,PROPIA,3,NARIÑO,SAPUYES,52720,IPIALES,CULTIVA,48545496,DESEMBOLSADA,4,60133,444248,42,2789227,34628301,36952048,627334,71641037,17971915,15993774,784118497,64925208,5775000,45.37,64324774,3.35,43.09,211,22,2374805,12,0,253233
84098,08/11/2022,8534545125,IBRAHIM,ALTO,BREITENBERG,MITCHELL,30,M,NINGUNO,U,1,1,PROPIA,2,CAUCA,SANTANDER DE QUILICHAO,19698,QUILICHAO,CULTIVA,68748035,DESEMBOLSADA,3,84098,58717,17,1497058,2404607,49590198,124155,61147343,45677638,5097852,1310452365,281270157,20577000,27.24,6247514,6.47,11.67,17,10,1144560,12,0,137989
41257,20/04/2021,9235273283,SING,JACOBY,ANKUNDING,REICHERT,49,F,NINGUNO,D,3,2,ARRENDADA,2,VALLE DEL CAUCA,ROLDANILLO,76622,TULUA,PROGRESA,16253776,DESEMBOLSADA,3,41257,266039,39.58,1536628,12212706,36309972,71551,15534422,42005671,3988018,285981262,47780092,1512000,21.74,97677732,29.67,84.56,9,5,1180000,12,0,120000
63735,07/04/2022,4384219309,GARY,DARIEN,MCDERMOTT,FISHER,23,M,NINGUNO,S,0,2,FAMILIAR,1,HUILA,PITALITO,41551,PITALITO,MOTO,16161499,DESEMBOLSADA,7,63735,379692,31.2,355199,40482356,6332473,984945,58864572,45795488,13534099,261006950,275400213,33390000,45.27,19818518,9.36,36.8,1,50,10107043,48,0,513531
63712,11/04/2022,9748725884,BURLEIGH,YAEL,LESCH,LANGOSH,41,M,NINGUNO,S,2,2,FAMILIAR,2,ANTIOQUIA,BELLO,5088,BELLO,PROGRESA,44983336,DESEMBOLSADA,3,63712,368546,10,2628125,22728968,767538,190630,66764617,38736210,3066215,42634666,193550911,1881000,40.12,87107166,10.43,150.03,0,3,2931688,24,0,188162
63763,08/04/2022,5485943827,SHANON,ROOSEVELT,REYNOLDS,BARTELL,56,M,NINGUNO,S,2,3,PROPIA,0,VALLE DEL CAUCA,ARGELIA,76054,CARTAGO,MOTO,24690045,DESEMBOLSADA,1,63763,208102,17.22,2119059,10332717,48872005,1011770,57092313,18642816,4121722,608096974,131996523,76010000,8.57,100104059,0.13,5.62,5,7,4175700,36,6000000,271651
63731,12/04/2022,1090664581,LAVONIA,KAMARI,LANGWORTH,STOLTENBERG,36,F,NINGUNO,U,3,2,ARRENDADA,3,NARIÑO,IPIALES,52356,IPIALES,PROGRESA,37410104,DESEMBOLSADA,6,63731,271764,75,1891686,45858940,26440867,343064,48644513,35945538,18893629,288202671,4697427,1670000,41.49,4194428,5.65,138.39,6,11,2349541,24,0,143566
36248,15/02/2021,2974324418,EDNA,KAAREN,LIND,HAND,37,F,NINGUNO,U,2,3,ARRENDADA,2,NARIÑO,PASTO,52001,PASTO,PROGRESA RENOVACIÓN,21406318,DESEMBOLSADA,3,36248,1969,4,1426159,49911830,4006007,45977,64632273,45315015,23461778,1449857537,175033481,7482000,13.02,92954201,27.37,81.5,168,3,0,36,0,265020
63757,06/04/2022,6407640179,MAL,DELMER,LEFFLER,DACH,61,M,NINGUNO,C,2,1,ARRENDADA,1,NARIÑO,TUQUERRES,52838,IPIALES,CULTIVA,51255042,DESEMBOLSADA,2,63757,325089,61.2,841048,44715482,50375817,711401,3969354,33918865,18869354,1435558625,108931343,23473000,12.2,104158503,69.29,79.74,123,11,7988182,24,0,498110
63758,08/04/2022,7065723832,IGNATIUS,OWENS,WIEGAND,HILLS,26,F,NINGUNO,U,0,1,FAMILIAR,2,CAUCA,MORALES,19473,PIENDAMO,MOTO,24521539,DESEMBOLSADA,2,63758,381920,20.64,2090535,19699971,46570363,397795,20953596,1618623,4366807,452221681,571014451,11700000,29.12,84755103,0.85,67.5,11,5,7865476,36,700000,440748
63746,12/04/2022,4637551587,GAINES,JUDY,KSHLERIN,STEHR,43,F,NINGUNO,U,3,2,PROPIA,2,CAUCA,POPAYAN,19001,POPAYAN SUR,MOTO,74487776,DESEMBOLSADA,4,63746,172207,55,301716,39086257,40146260,536637,20887119,44243554,13805666,947889960,333918370,7997500,37.92,81181801,1.23,92.77,4,7,7412206,36,700000,415232
60168,11/03/2022,6024778949,DIANA,EDDIE,GREENHOLT,STEUBER,34,M,NINGUNO,C,3,1,FAMILIAR,4,CAUCA,SILVIA,19743,PIENDAMO,MOTO,17717160,DESEMBOLSADA,5,60168,299119,20.3,1878808,27086905,21586874,562207,6175269,11294209,21235980,795234997,349270366,2000000,45.86,24010312,4.76,292.46,100,15,6041703,36,1500000,337335
60169,25/02/2022,2862444059,PAULO,MARLEEN,KUHN,SMITH,55,F,NINGUNO,S,1,2,FAMILIAR,0,ANTIOQUIA,BELLO,5088,BELLO,PROGRESA RENOVACIÓN,63136712,DESEMBOLSADA,2,60169,334195,42,1034236,12810864,7448085,867156,73656981,27393741,2600567,900105980,509528968,-8561000,31.3,137919412,521.72,721.37,19,12,4052865,36,0,192781
88942,26/12/2022,9615539197,LOIS,GRAFTON,HELLER,PFANNERSTILL,21,M,NINGUNO,C,0,3,ARRENDADA,0,VALLE DEL CAUCA,CARTAGO,76147,CARTAGO,MOTO,5773689,DESEMBOLSADA,4,88942,264199,26.4,2925442,24781310,36145808,790321,24772854,22201928,16840986,1311719558,669384472,23700000,44.17,1320357,0.84,39.19,0,10,9167405,36,1876000,540301
81218,12/10/2022,7151045052,CORIE,TILLIE,EMARD,KRAJCIK,60,F,NINGUNO,S,3,2,ARRENDADA,1,VALLE DEL CAUCA,PALMIRA,76520,PALMIRA,PROGRESA PREFERENCIAL,21300101,DESEMBOLSADA,2,81218,206078,15,1840353,27682269,2599633,660736,77844578,4020327,11176003,720137636,35017578,5264000,23.03,128994818,3.47,101.07,7,3,5322171,36,0,253527
60156,23/02/2022,7151045052,CORIE,TILLIE,EMARD,KRAJCIK,60,F,NINGUNO,S,3,2,ARRENDADA,1,VALLE DEL CAUCA,PALMIRA,76520,PALMIRA,PROGRESA RENOVACIÓN,23857072,DESEMBOLSADA,2,60156,96006,10,3297881,40594380,6604915,896993,44629231,29072537,7514080,1031053096,454115108,5600000,15.87,125710023,11.11,48.01,11,3,2324809,18,0,181843
88939,28/12/2022,3495615303,ERMA,TAVARIS,SHIELDS,MARKS,59,M,NINGUNO,C,2,3,ARRENDADA,1,VALLE DEL CAUCA,TULUA,76834,TULUA,PROGRESA,5020815,DESISTIDA,3,88939,124302,42.9,996647,37739421,19566933,47169,60089308,21334116,22825394,1110618427,6047038,42050000,31.34,64913550,0.24,13.18,4,7,5456994,36,0,271722
60138,25/02/2022,4748631931,BRAIDEN,HOYT,WATERS,COLE,41,M,NINGUNO,U,1,2,FAMILIAR,1,VALLE DEL CAUCA,CALI,76001,VEHICULOS VALLE,CARGA,73244309,DESEMBOLSADA,2,60138,137124,60.72,1704024,48413655,18275693,633214,8356567,22817575,9693973,1517146305,245645365,155827000,41.87,42016654,38.16,62.11,47,98,60343082,60,18500000,2181299
59888,22/02/2022,9083693245,MELANIE,MAUREEN,MERTZ,LEDNER,34,F,NINGUNO,U,1,1,PROPIA,2,NARIÑO,TUQUERRES,52838,IPIALES,CULTIVA RENOVACIÓN,41708660,DESEMBOLSADA,3,59888,269630,46.58,1394531,6509049,39485553,593096,5924757,35118464,16726483,1096682189,232382486,5798000,34.59,80753810,27.43,56.84,192,78,2349541,18,0,184657
63767,07/04/2022,7922855205,LILLARD,ASHLYN,TOY,LEANNON,45,M,NINGUNO,C,1,1,PROPIA,3,CAUCA,SILVIA,19743,PIENDAMO,CULTIVA,27933499,DESEMBOLSADA,3,63767,217097,27.55,2546252,28080410,47976858,542182,70409648,21913243,13477868,602930374,683797761,2522000,18.96,9309826,78.33,91.15,104,26,1492197,15,0,137946
51482,21/10/2021,4860830131,MARGERET,JENNIE,SCHMIDT,LARKIN,32,F,NINGUNO,C,2,1,ARRENDADA,2,HUILA,PITALITO,41551,PITALITO,PROGRESA RENOVACIÓN,86572107,DESEMBOLSADA,4,51482,113472,85.69,2106579,3485075,46835672,709755,39387588,43807813,22620931,1450490936,416163738,20160000,7.68,14666450,0.49,14.81,20,162,2900828,24,0,185155
10762,20/09/2019,2017345699,GUSTAVE,MARRY,HETTINGER,BUCKRIDGE,38,F,NINGUNO,S,1,2,PROPIA,1,VALLE DEL CAUCA,LA UNION,76400,TULUA,MOTO,89206923,DESISTIDA,5,10762,20914,50,2208354,46034622,25266375,652139,61962156,9228599,20989768,607123194,251966174,19572000,26.4,45380147,2.14,31.29,21,60,0,36,2000000,476552
63789,08/04/2022,8306941596,NORMA,KYLEIGH,HAHN,RUTHERFORD,55,F,INDIGENA,U,3,2,FAMILIAR,1,VALLE DEL CAUCA,GUADALAJARA DE BUGA,76111,TULUA,MOTO,46277894,DESEMBOLSADA,3,63789,315124,15.7,2251808,13804041,24017301,806657,52602970,7934428,18892964,1523700486,736422313,1172000,41.74,49085367,98.05,108.68,0,50,6382920,36,650000,346443
59991,02/03/2022,3253591069,ROBYN,LUIS,RAYNOR,BORER,29,F,NINGUNO,C,1,3,FAMILIAR,2,VALLE DEL CAUCA,CALI,76001,CALI NORTE,MOTO,42438032,DESISTIDA,3,59991,166095,53.7,2895163,30778831,30929266,587685,46031413,36221537,4966034,1086117672,679699626,27393000,34.71,93348835,1.75,34.04,0,34,9002869,36,3000000,521613
60311,28/02/2022,1278753647,LOIS,MAL,HELLER,LEFFLER,28,F,NINGUNO,S,1,2,ARRENDADA,1,NARIÑO,PASTO,52001,VEHICULOS NARIÑO,CARGA,61534054,DESEMBOLSADA,3,60311,23184,90.9,1423018,46447573,30909529,441593,17310670,20160656,20480601,1011536407,125096787,59500000,59.32,1058592,18.49,153.62,14,730,98644912,60,30250000,3533661
63826,18/04/2022,4681564279,JOSEFITA,KESHIA,MOHR,QUIGLEY,46,F,NINGUNO,S,2,3,PROPIA,3,CAUCA,PIENDAMO,19548,VEHICULOS CAUCA,CARGA,31834790,DESEMBOLSADA,4,63826,22272,10,3207013,16353750,45094411,273180,57690605,35034978,21957235,33602846,77034020,15951000,49.06,134058321,64.07,245.24,0,24,80439050,60,25000000,2790245
43934,23/06/2021,3519717521,BECKETT,BENITA,HERMISTON,KUHIC,29,F,NINGUNO,S,1,3,ARRENDADA,1,ANTIOQUIA,BELLO,5088,BELLO,PROGRESA,79973316,DESEMBOLSADA,2,43934,327017,50,3237497,43274948,48278818,282399,77527474,35441231,11994358,1442409674,443106688,6809000,33.64,58462003,52.38,76.97,5,28,3514999,12,0,369038
60101,22/02/2022,4040912327,EPHRAIM,GREGORIO,MACEJKOVIC,TREUTEL,42,F,NINGUNO,S,1,3,ARRENDADA,2,HUILA,PITALITO,41551,PITALITO,PROGRESA,4227235,DESEMBOLSADA,3,60101,397964,40.54,531829,6878673,11114861,704200,9266660,18538387,645578,278916476,324576976,8457000,19.98,10144798,76.91,92.34,185,301,5650935,36,0,280174
80359,08/10/2022,1618675029,ASHLYN,JAIMIE,LEANNON,HAAG,30,F,NINGUNO,C,1,2,FAMILIAR,2,VALLE DEL CAUCA,PALMIRA,76520,PALMIRA,MOTOCARRO CARGA,76189581,DESEMBOLSADA,3,80359,331323,55.87,2978040,27137188,36913620,387069,58502651,46232230,17580838,65946488,321790194,-2339750,45.99,32670117,204.16,894.83,5,13,15514155,48,1700000,682799
80353,30/09/2022,8810231020,ETHER,CORDIE,ADAMS,BOTSFORD,33,F,NINGUNO,U,1,2,FAMILIAR,1,CAUCA,POPAYAN,19001,POPAYAN SUR,PROGRESA RENOVACIÓN,42422936,DESEMBOLSADA,5,80353,293529,50,1766486,8011667,23699495,545267,71446892,27907771,1672152,772695434,625582467,-1176000,40.12,122458729,124.92,160.65,6,7,1686653,10,0,209440
88582,24/12/2022,6390358009,RANDI,KOLBY,RUTHERFORD,RENNER,24,M,NINGUNO,U,2,2,FAMILIAR,4,CAUCA,CALDONO,19137,QUILICHAO,MOTO,92637836,DESEMBOLSADA,4,88582,121096,19,1228895,36022431,5934082,575002,1354787,19364409,19153759,666941394,746805743,19072000,46.75,69114283,23.71,63.77,64,17,10013569,24,2500000,747201
76592,27/08/2022,1366431999,MINOR,CAROLE,BEIER,TOWNE,44,M,NINGUNO,U,1,1,FAMILIAR,2,NARIÑO,TUQUERRES,52838,IPIALES,PROGRESA,67568586,DESEMBOLSADA,4,76592,397605,75,2279287,5940576,2276605,599130,44831413,25455137,13485522,364887488,528010198,24148000,10.06,109052657,10.73,14.91,101,12,1131101,12,0,118556
60211,24/02/2022,3712787447,DUNCAN,JEFFERSON,REICHERT,STREICH,31,F,NINGUNO,U,2,2,ARRENDADA,3,ANTIOQUIA,MEDELLIN,5001,MEDELLIN SUR,PROGRESA,95823475,DESEMBOLSADA,4,60211,390198,45,2647294,36576495,34463693,190771,20191850,20425051,7758496,1536554968,455054781,7557000,38.1,80430443,3.73,26.25,79,59,1767397,12,0,190045
29254,25/09/2020,2627063000,NIKOLAS,ELMORE,BRUEN,ROBERTS,30,M,NINGUNO,S,0,1,FAMILIAR,0,CAUCA,POPAYAN,19001,POPAYAN SUR,CULTIVA RENOVACIÓN,8834004,DESEMBOLSADA,1,29254,222666,25.6,1940332,256342,14297635,758453,73854073,2599114,1472900,1330327411,270725304,17260000,41.73,3525874,0.58,33.65,26,8,0,30,0,311575
60224,25/02/2022,5180938689,LELAND,LINA,KIEHN,MURAZIK,30,F,NINGUNO,S,1,1,FAMILIAR,1,VALLE DEL CAUCA,FLORIDA,76275,PALMIRA,PROGRESA,92619163,DESEMBOLSADA,4,60224,178426,50.48,1833875,19618671,35063719,145576,59186213,10394766,3859429,699022135,605637548,3580000,12.47,16253502,2.72,50.74,39,34,1767397,18,0,132041
60230,03/03/2022,8991489238,JOE,MIRIAM,ORTIZ,HOWE,23,F,NINGUNO,U,1,1,ARRENDADA,2,HUILA,SUAZA,41770,PITALITO,MOTO,28814002,DESEMBOLSADA,3,60230,409116,63.4,2363875,19185452,4476274,472544,8256075,30141081,21602816,437019751,522360393,4548000,44.72,109767074,46.49,121.4,8,14,6367155,24,2000000,443335
60241,26/02/2022,2397156935,MAGDALENA,GENA,COLLIER,JAST,35,F,NINGUNO,C,2,3,ARRENDADA,2,NARIÑO,PASTO,52001,PASTO,PROGRESA,85002841,DESEMBOLSADA,4,60241,39114,4.4,380837,9740054,30274307,190,7516306,33854650,18886916,1389202512,146768153,45790000,16.64,54385181,0.22,6.61,0,8,2931688,24,0,179138
60228,28/02/2022,7223414999,TANIA,SYDELL,CRONIN,GREENHOLT,36,F,NINGUNO,D,2,1,FAMILIAR,2,VALLE DEL CAUCA,LA CUMBRE,76377,CALI NORTE,PROGRESA,4375178,DESEMBOLSADA,3,60228,348208,22.3,2487239,23567457,3305056,473329,7080857,35705005,8495934,784679851,721562122,1750000,37.32,33739893,5.41,132.41,47,10,2349541,15,0,210482
42788,05/06/2021,5693822951,IZA,SPRING,KOSS,STOKES,43,M,NINGUNO,U,2,3,ARRENDADA,2,ANTIOQUIA,ENVIGADO,5266,MEDELLIN SUR,MOTO,85491443,DESEMBOLSADA,2,42788,224755,39,846938,11364127,25864854,552073,19038604,19083038,23229880,1326347544,650416457,-472000,37.09,124337120,104.54,141.82,10,15,3876783,12,1000000,425083
60182,24/02/2022,7138217139,LULA,MADELENE,SCHOEN,MCGLYNN,32,F,NINGUNO,U,2,1,FAMILIAR,3,NARIÑO,PASTO,52001,PASTO,MOTO,33499959,DESEMBOLSADA,6,60182,156825,10.4,2916242,48897078,49708544,375124,21616804,21394852,6294529,500201250,710270009,2083000,44.34,108129687,27.92,242.51,11,19,6201614,36,2000000,349411
60227,28/02/2022,6017481879,NILS,MEADOW,TORP,ERDMAN,32,M,NINGUNO,S,0,4,FAMILIAR,1,CAUCA,POPAYAN,19001,POPAYAN NORTE,PROGRESA,1651970,DESEMBOLSADA,4,60227,263181,58.3,3334085,46632395,5303281,490916,5043601,27993636,11937049,1261244849,509454743,45600000,44.87,92534755,0.22,10.12,54,102,4524802,8,0,662485
60252,28/02/2022,3084469199,MCARTHUR,LAMBERT,BECKER,BERGNAUM,30,M,NINGUNO,U,1,1,PROPIA,3,VALLE DEL CAUCA,CALI,76001,CALI NORTE,PROGRESA,48397493,DESEMBOLSADA,4,60252,164529,65,1886600,11000348,22863096,951638,46060537,38776135,14121341,497633381,274688572,3296800,8.56,95857074,84.65,90.17,2,14,1185000,12,0,130420
63796,06/04/2022,4871943679,FRANKLIN,BRICE,SCHMITT,TERRY,35,M,INDIGENA,U,3,1,FAMILIAR,5,CAUCA,TOTORO,19824,PIENDAMO,MOTO,91485106,DESEMBOLSADA,4,63796,115524,48.57,1311821,42928461,19110002,582812,67447203,46111734,327264,639131932,297921027,5660000,39.52,52869501,1.74,109.75,43,27,6221884,48,600000,322069
63800,12/04/2022,3841748899,MINERVIA,LINTON,VONRUEDEN,GOODWIN,25,M,NINGUNO,S,0,3,FAMILIAR,1,VALLE DEL CAUCA,LA UNION,76400,CARTAGO,MOTO,60277796,DESEMBOLSADA,3,63800,433231,10.1,2302765,32824871,15692803,417374,42243741,22773208,4333364,828383238,355657359,930000,40.38,123682772,9.71,642.23,0,5,6515000,36,1000000,405300
60274,10/03/2022,6747633064,MADELENE,BETTYJANE,MCGLYNN,DICKI,32,M,NINGUNO,S,0,1,FAMILIAR,1,NARIÑO,PASTO,52001,PASTO,PROGRESA,2143751,DESEMBOLSADA,1,60274,139974,26.23,3115420,26888435,16441702,158432,35397118,41216027,5820269,1333712373,415644209,1400000,14.83,13336060,6.67,85.68,4,5,1185249,12,0,130420
60323,26/02/2022,2125226732,ORALIA,DAYANARA,CARTER,GLEASON,44,M,NINGUNO,U,2,3,ARRENDADA,2,NARIÑO,PASTO,52001,PASTO,MOTO,92393373,DESEMBOLSADA,4,60323,414461,43.25,1747702,31395946,841502,874098,3089229,25655293,16703911,885501136,555148524,15882000,13.83,122107318,15.13,79.42,29,54,12031603,37,6000000,692517
88923,27/12/2022,2250139530,KELIS,TAB,DAUGHERTY,ROHAN,41,M,NINGUNO,U,3,1,FAMILIAR,3,CAUCA,SILVIA,19743,PIENDAMO,CULTIVA,44844841,DESEMBOLSADA,3,88923,292685,38,3055128,32396709,49987319,505386,57550589,32019907,18854483,329801624,134394398,295000,37.6,77860882,93.79,156.94,0,6,2999695,18,0,240187
63820,08/04/2022,3184213565,DARIEN,NOREEN,FISHER,MURRAY,46,F,NINGUNO,U,2,2,FAMILIAR,1,VALLE DEL CAUCA,CALI,76001,CALI SUR,MOTO,71117518,DESEMBOLSADA,3,63820,321528,43,2616059,26179921,775324,439490,62074389,20297043,16015638,918671631,152589785,913000,25.54,32025261,9.87,610.68,2,2,6086185,36,1000000,346569
63822,12/04/2022,5223883289,LARK,BIANCA,HEANEY,RATKE,34,F,NINGUNO,S,2,1,ARRENDADA,3,NARIÑO,PASTO,52001,PASTO,PROGRESA RENOVACIÓN,80476334,DESEMBOLSADA,4,63822,371952,18.75,1260581,50000336,37166117,660127,21474353,38207119,9505133,451985292,19714496,19589000,37.08,54251443,35.77,57.76,0,0,6705731,30,0,353628
60260,26/02/2022,3935608649,RUDY,CLAUD,SAUER,CONSIDINE,61,F,NINGUNO,S,2,3,ARRENDADA,1,ANTIOQUIA,BELLO,5088,BELLO,PROGRESA RENOVACIÓN,76713826,DESEMBOLSADA,1,60260,277780,17,3007238,44620489,39478475,67527,22697555,24578504,19635436,295483110,388861988,-13452000,43.03,13964069,284.65,399.65,7,22,8377148,36,0,407496
61060,10/03/2022,8914292312,TAVARIS,KENNETH,MARKS,LYNCH,38,F,NINGUNO,U,5,1,ARRENDADA,6,HUILA,PITALITO,41551,PITALITO,PROGRESA,27729872,DESEMBOLSADA,7,61060,267553,40,1448498,34592436,50078952,1021348,42010882,30852149,22834300,759249215,566433708,1520000,7.66,12506113,8.71,79.89,9,6,1185249,12,0,130420
60352,09/03/2022,2033761230,HARLEN,KHALID,HOWELL,WEIMANN,29,M,NINGUNO,S,0,3,ARRENDADA,0,VALLE DEL CAUCA,CALI,76001,CALI SUR,MOTO,71733263,DESEMBOLSADA,1,60352,88558,23.8,2049726,14521502,49186101,422027,21634482,37413973,18126726,208556775,578628329,520000,49.27,34974343,16.13,979.7,0,1,5974135,36,2000000,338117
60346,,7027236849,GERRY,YVONNE,BLICK,SCHAEFER,55,M,NINGUNO,S,2,2,FAMILIAR,0,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,25843,VEHICULOS BOGOTA,CARGA,40237077,DESISTIDA,2,60346,78346,6.5,1122061,22835175,47977871,459223,44396443,26248297,7652733,255703546,256489113,533600000,68.47,76021151,1.73,20.75,0,10,103261553,60,75000000,3711178
20493,11/03/2020,9593549413,WATT,MAYMIE,TURCOTTE,NIKOLAUS,28,M,NINGUNO,S,0,3,FAMILIAR,1,ANTIOQUIA,ITAGUI,5360,VEHICULOS ANTIOQUIA,CARGA,27560163,DESISTIDA,3,20493,77271,30,2457946,14015291,34526473,121627,51913470,697047,10619182,54987378,152303838,799000,40.79,52563091,98.77,160.66,12,1,0,60,13000000,1387433
75907,23/08/2022,5213250707,ALWILDA,GONZALO,RAU,TORP,40,F,NINGUNO,C,1,2,ARRENDADA,2,ANTIOQUIA,MEDELLIN,5001,BELLO,PROGRESA RENOVACIÓN,67626665,DESEMBOLSADA,3,75907,155413,38,2719199,26371385,11673241,384024,58105368,19257511,11089673,448855740,676695831,-7162000,22.8,36131120,170.35,212.77,37,44,4318085,24,0,262184
